ticket_id,customer_id,created_date,channel,subject,ticket_text,category,priority
TKT-101950,CUST-5296,2026-04-24 11:08,Email,Can't log in to my account,"my account shows as suspended, I have no idea why. Please help urgently, I need this for work.",Account Access,Critical
TKT-100086,CUST-3480,2026-04-24 11:32,Email,Order stuck in processing,My tracking number for order ORD-43730 isn't working on the carrier's website.,Shipping & Delivery,Medium
TKT-101189,CUST-1401,2026-04-24 12:02,Email,Compatibility question,is customer data encrypted when using customer portal? Need this for our compliance review.,Product Inquiry,Medium
TKT-100195,CUST-6829,2026-04-24 12:37,Email,Product availability question,"Does the Annual Membership include access to two-factor authentication, or is that a separate add-on?",Product Inquiry,Low
TKT-100967,CUST-1457,2026-04-24 13:22,Web Form,Refund not received yet,"I'd like to dispute a charge and request a refund, the desk lamp was never delivered. Thank you.",Refund Request,Critical
TKT-101644,CUST-2494,2026-04-24 13:51,Chat,data export tool not working,the data export tool keeps crashing whenever I try to save changes. Could someone look into this? Appreciate the help.,Technical Issue,Critical
TKT-101796,CUST-3211,2026-04-24 16:21,Chat,Shipping address change request,"Hello Support, can you expedite a replacement shipment for the damaged desk lamp from order ORD-44050?",Shipping & Delivery,High
TKT-100675,CUST-3353,2026-04-24 17:06,Web Form,Account locked,"Locked out of my account after too many failed login attempts, can someone unlock it? Please advise.",Account Access,High
TKT-100129,CUST-5846,2026-04-24 19:38,Chat,Unable to load dashboard,"we're unable to generate reports through dashboard, it just spins forever and times out.",Technical Issue,High
TKT-100201,CUST-4644,2026-04-24 19:52,Phone,2FA code not received,"My account got flagged for suspicious activity, but it was just me logging in from a new laptop. Looking forward to your response.",Account Access,Medium
TKT-101077,CUST-9555,2026-04-24 21:37,Web Form,Order ORD-15256 delayed,"The refund I received was less than what I originally paid, missing $129.99.",Shipping & Delivery,High
TKT-101773,CUST-5273,2026-04-24 22:34,Chat,Shipping address change request,"Hi, can you confirm if order ORD-39189 has shipped yet? Haven't gotten a confirmation email.",Shipping & Delivery,Medium
TKT-101711,CUST-7069,2026-04-25 00:05,Chat,Feature suggestion for mobile app,"Requesting a bulk edit option in mobile app, editing items one by one is really slow.",Feature Request,Low
TKT-101260,CUST-4498,2026-04-25 00:48,Email,Request: dark mode support,"Hello, would be cool if data export tool had a search filter by date range, kinda needed tbh",Feature Request,Low
TKT-102131,CUST-1303,2026-04-25 02:57,Phone,New feature idea,It would help a lot if customer portal had an offline mode for when we lose internet. Thank you.,Feature Request,Medium
TKT-100986,CUST-8711,2026-04-25 03:08,Email,Account suspended,"Need to add a team member with admin permissions to our account, how do I do this? Please advise.",Account Access,Low
TKT-100267,CUST-5970,2026-04-25 05:08,Phone,Update payment method,"Hello Support, my subscription renewed automatically and charged $24.99, but I thought I had cancelled auto-renew.",Billing Issue,High
TKT-100917,CUST-9593,2026-04-25 10:30,Email,Unexpected charge of $24.99,"Hi team, i was billed for the Basic Plan even though I cancelled it back on June 09, 2026. Thank you.",Billing Issue,Medium
TKT-100032,CUST-2278,2026-04-25 11:47,Web Form,Tracking not updating,"Hello, order ORD-32282 is stuck at 'processing' for over 20 days now with no movement.",Shipping & Delivery,Medium
TKT-102166,CUST-9773,2026-04-25 14:14,Web Form,Shipping address change request,my tracking number for order ORD-15269 isn't working on the carrier's website.,Shipping & Delivery,Medium
TKT-101062,CUST-1556,2026-04-25 18:33,Chat,Compatibility question,Does the fitness tracker come in any other colors besides what's shown on the website?,Product Inquiry,Low
TKT-101642,CUST-9273,2026-04-25 19:39,Phone,Refund for double billing,"there's a $129.99 charge on my statement I don't recognize, can you clarify what this is for?",Billing Issue,Medium
TKT-100823,CUST-6115,2026-04-25 21:28,Phone,Bug in dark mode setting,Minor visual glitch - icons overlap on the settings page in dark mode setting. Doesn't affect functionality.,Technical Issue,Low
TKT-100854,CUST-2800,2026-04-25 21:35,Phone,Integration request,Requesting the option to customize the dashboard layout in data export tool.,Feature Request,Low
TKT-100539,CUST-2227,2026-04-25 23:44,Chat,Billing discrepancy,"Hello Support, how do I update my payment method for the Standard Plan subscription?",Billing Issue,Low
TKT-100184,CUST-2248,2026-04-26 01:47,Web Form,Request: dark mode support,Feature idea: let us tag and filter items by custom labels in data export tool. Thanks.,Feature Request,Low
TKT-101826,CUST-1306,2026-04-26 03:54,Phone,Subscription renewal issue,I've been a customer for a while and this experience has been disappointing. Looking forward to your response.,Billing Issue,Medium
TKT-100296,CUST-5532,2026-04-26 14:12,Phone,Pro Plan vs Basic Plan comparison,Is customer data encrypted when using search function? Need this for our compliance review.,Product Inquiry,Medium
TKT-100406,CUST-3606,2026-04-26 18:13,Web Form,Package marked delivered but missing,"I received the wrong item, ordered a tablet case but got something completely different. Looking forward to your response.",Shipping & Delivery,High
TKT-101455,CUST-2687,2026-04-26 18:35,Email,App crashing on Samsung tablet,"The website's checkout page throws error 500 Internal Server Error at the final step, customers can't complete purchases. URGENT. Looking forward to your response.",Technical Issue,Critical
TKT-100818,CUST-9606,2026-04-26 18:48,Chat,Feature suggestion for API integration,It would help a lot if API integration had an offline mode for when we lose internet.,Feature Request,Medium
TKT-101745,CUST-2165,2026-04-26 21:10,Web Form,Product availability question,What's included in the warranty for the office chair cushion?,Product Inquiry,Low
TKT-101449,CUST-2301,2026-04-26 22:15,Web Form,Refund for double billing,"I see two separate charges of $149.99 on January 13, 2026, both labeled the same. Please investigate.",Billing Issue,Critical
TKT-101887,CUST-7401,2026-04-26 22:43,Email,Suspicious login activity,can u merge my two accounts into one? I accidentally signed up twice with different emails.,Account Access,Low
TKT-100875,CUST-5771,2026-04-26 23:22,Phone,Wrong item received,I'm having an issue and need someone to help me as soon as possible. Looking forward to your response.,Shipping & Delivery,Medium
TKT-100898,CUST-6322,2026-04-27 00:10,Chat,Damaged item received,"My order ORD-38573 was supposed to arrive on April 27, 2026 but tracking hasn't updated in 2 days.",Shipping & Delivery,High
TKT-100090,CUST-7242,2026-04-27 01:27,Phone,Enterprise Plan vs Pro Plan comparison,Does the smart watch come in any other colors besides what's shown on the website? Looking forward to your response.,Product Inquiry,Low
TKT-102022,CUST-8486,2026-04-27 01:57,Phone,Requesting refund for Basic Plan,Is there a restocking fee if I return the wireless mouse for a refund?,Refund Request,Low
TKT-100712,CUST-6147,2026-04-27 02:15,Chat,Bug in calendar sync,Could someone look into my account and let me know what's going on? Thank you.,Technical Issue,Medium
TKT-100226,CUST-8863,2026-04-27 03:41,Web Form,Refund amount incorrect,"Hi team, can refunds be issued to a different card than the one originally used for order ORD-53495?",Refund Request,Low
TKT-101998,CUST-5636,2026-04-27 04:47,Chat,Unable to load dark mode setting,"I can't upload files through the dark mode setting, it just shows error ERR_SYNC_77 and nothing happens.",Technical Issue,High
TKT-101931,CUST-6218,2026-04-27 06:38,Phone,App crashing on MacBook,"Hi team, the export function in two-factor authentication produces a corrupted file every time. Please advise. Appreciate the help.",Technical Issue,High
TKT-101325,CUST-5660,2026-04-27 08:22,Web Form,New feature idea,Could you add an undo button to data export tool? Accidentally deleted something important recently.,Feature Request,Medium
TKT-102038,CUST-5702,2026-04-27 10:43,Chat,App crashing on MacBook,Minor visual glitch - icons overlap on the settings page in customer portal. Doesn't affect functionality.,Technical Issue,Low
TKT-102187,CUST-4921,2026-04-27 11:02,Phone,Platform down,"Hi team, just following up on something I reported earlier.",Technical Issue,Medium
TKT-101753,CUST-3823,2026-04-27 11:24,Phone,Duplicate charge on my account,"I'd like to understand the breakdown of charges on my latest bill, the total doesn't match what I expected.",Billing Issue,Medium
TKT-101834,CUST-4080,2026-04-27 11:38,Chat,Billing discrepancy,"I was charged $39.99 twice for my Enterprise Plan this month, please refund the duplicate charge immediately.",Billing Issue,High
TKT-100755,CUST-5908,2026-04-27 13:26,Web Form,Unexpected charge of $14.99,"Hi team, requesting an itemized receipt for the $14.99 payment made on April 04, 2026.",Billing Issue,Low
TKT-100132,CUST-3057,2026-04-27 16:18,Email,Order ORD-85522 delayed,"Hello Support, just following up on something I reported earlier.",Shipping & Delivery,Low
TKT-100853,CUST-5091,2026-04-27 16:48,Phone,Bug in notification settings,"Our entire team lost access to the notification settings this morning, this is blocking a client deadline today. Looking forward to your response.",Technical Issue,Critical
TKT-100999,CUST-1403,2026-04-27 20:30,Web Form,Refund not received yet,My credit card on file expired and I think that's why my last payment of $199.99 bounced.,Refund Request,Medium
TKT-100717,CUST-8197,2026-04-27 21:49,Web Form,Platform down,"could you check why the team collaboration tool sync with our calendar stopped working since February 17, 2026?",Technical Issue,Medium
TKT-101423,CUST-9066,2026-04-27 23:26,Web Form,Compatibility question,How does the desk lamp compare to your previous model in terms of battery life?,Product Inquiry,Low
TKT-100402,CUST-4322,2026-04-28 00:04,Web Form,Feature suggestion for search function,Feature idea: let us tag and filter items by custom labels in search function.,Feature Request,Medium
TKT-101917,CUST-4020,2026-04-28 00:42,Web Form,Feature suggestion for mobile app,Please add a way to schedule reports in mobile app instead of generating them manually each time.,Feature Request,Low
TKT-100069,CUST-6480,2026-04-28 04:44,Chat,Billing discrepancy,how do I update my payment method for the Enterprise Plan subscription?,Billing Issue,Low
TKT-100468,CUST-7503,2026-04-28 06:48,Email,Compatibility question,"this is really frustrating, pls help me sort it out.",Product Inquiry,Medium
TKT-101666,CUST-5875,2026-04-28 10:01,Chat,Product availability question,"Hi team, this is really frustrating, please help me sort it out. Thanks.",Product Inquiry,Medium
TKT-102030,CUST-3427,2026-04-28 14:16,Email,Suggestion for notification settings improvement,"Hi team, i've been a customer for a while and this experience has been disappointing.",Feature Request,High
TKT-101396,CUST-1202,2026-04-28 14:35,Web Form,Refund not received yet,Still waiting on my $249.99 refund that was supposedly processed over 19 days ago.,Refund Request,High
TKT-101142,CUST-6392,2026-04-28 15:28,Phone,Account suspended,"This needs to be resolved quickly please, it's affecting my work. Thanks.",Account Access,High
TKT-101557,CUST-2476,2026-04-28 15:33,Web Form,Error ERR_SYNC_77 when using team collaboration tool,"Need to add a team member with admin permissions to our account, how do I do this?",Technical Issue,Low
TKT-102179,CUST-7567,2026-04-28 15:57,Phone,Subscription renewal issue,is it possible to switch from monthly to annual billing for the Annual Membership? Want to know if it saves money. Looking forward to your response.,Billing Issue,Low
TKT-100254,CUST-6544,2026-04-28 16:00,Email,Enterprise Plan vs Basic Plan comparison,Is customer data encrypted when using reporting module? Need this for our compliance review.,Product Inquiry,Medium
TKT-100186,CUST-9538,2026-04-28 16:08,Chat,Question about my invoice,How do I update my payment method for the Enterprise Plan subscription? Thank you.,Billing Issue,Low
